1,"japan, rock"
2,"electro, emo, dark, rock"
3,"metal, black"
4,"metal, japan, rock"
5,"dark, rock"
6,"metal, black, dark, rock"
7,"emo, dark, alternative, love, male, 90, pop, christ, rock, sexy, metal, american, 0, soundtrack, rap"
8,"japan, dark, metal, rock"
9,"dark, electro, techno, dance, christ, ebm"
10,"metal, ebm, dark, electro"
11,"electro, ebm, dark"
12,"metal, black"
13,"electro, ebm, dark"
14,"ebm, dark"
15,"metal, black, dark"
16,"electro, sexy, dark, rock"
17,"ebm, dark"
18,"dark, electro, pop, rock, ebm"
19,"electro, ebm, dark"
20,"metal, black"
22,"electro, ebm"
23,"electro, black, metal"
24,"electro, ebm"
25,"metal, black, gay"
26,"electro, ebm, dark"
27,"electro, ebm"
28,"metal, black"
29,"electro, ebm, dark"
30,"love, alternative, 90, electro, dark, pop, dance, disco, 80, sexy, metal, ebm"
31,"ebm, dark"
32,"dark, electro, black, pop, 80, ebm"
33,dark
34,"electro, ebm, pop"
36,"electro, dance, rock, metal, ebm"
37,"ebm, dark"
38,"black, ebm, dark"
39,"electro, dark, dance"
40,"love, alternative, electro, indie, dance, girl, american"
41,"ebm, dark"
43,"electro, ebm"
44,"ebm, dark"
45,"alternative, electro, dance, rock, metal, punk"
46,"christ, 10, girl, classic"
47,"metal, black, dark"
48,black
49,"electro, ebm, dark"
50,"metal, ebm"
51,"girl, indie, rock, emo, alternative, 90, dance, classic, punk, soundtrack, british, electro, disco, 80, sexy, 10, 0, 198, love, acoustic, pop, blue"
52,"male, electro, pop, dance, hop, sexy, relax, soundtrack"
53,"emo, relax, dark, love, gay, electro, alternative, 90, pop, indie, dance, hop, 80, jazz, classic, sexy, piano, soundtrack"
54,"alternative, male, electro, 90, pop, indie, hop, sexy, rock, relax, 0"
55,"girl, indie, hop, rock, emo, rnb, alternative, 90, gay, male, dance, classic, british, dark, electro, boy, disco, 80, sexy, 10, 0, 198, love, pop, techno"
56,"love, male, 90, electro, alternative, pop, techno, bass, dance, disco, 80, 10, classic, punk, 0, soundtrack, 40, 70"
57,"love, electro, hop, jazz, soundtrack"
58,"british, love, alternative, acoustic, male, electro, pop, indie, dance, disco, hop, 10, sexy, rock, relax, 0, folk"
59,"british, love, male, 90, electro, alternative, acoustic, pop, techno, dance, indie, 80, band, rock, punk, 0, soundtrack, 198"
61,"british, electro, pop, girl, dance, 80, band, rock, 198"
62,"british, alternative, pop, blue, 80, rock, 198"
63,"alternative, 90, electro, deutsch, blue, sexy, relax"
64,"love, male, electro, pop, indie, dance, hop, sexy, relax, 0, soundtrack, rap"
65,"indie, band, rock, metal, emo, alternative, 90, male, classic, piano, soundtrack, british, electro, sexy, 10, 0, love, acoustic, pop, bass, relax, folk"
66,"alternative, male, 90, electro, pop, dance, hop, 0"
67,"indie, girl, hop, jazz, christ, rock, metal, emo, rnb, male, alternative, 90, dance, classic, american, piano, soundtrack, dark, electro, boy, disco, 80, sexy, 10, 0, 198, love, acoustic, guitar, pop, techno, bass, relax, folk, 40, rap"
68,"electro, pop, dance, 80, rock, classic, 198"
69,"emo, british, rnb, male, alternative, 90, pop, blue, 80, jazz, classic, sexy, piano"
70,"indie, hop, jazz, rock, male, 90, alternative, dance, classic, american, piano, punk, soundtrack, electro, 80, sexy, love, acoustic, pop, techno, blue, relax"
71,"piano, relax, british, love, male, acoustic, 90, alternative, electro, pop, indie, hop, rock, sexy, 10, folk"
72,"idm, girl, indie, hop, jazz, band, rock, metal, emo, alternative, 90, male, dance, classic, punk, piano, soundtrack, british, dark, electro, black, disco, 80, sexy, 10, 0, 198, love, acoustic, pop, techno, relax, folk"
73,"male, alternative, electro, hop, jazz, relax"
74,male
75,"alternative, 90, electro, pop, disco, 80"
76,"alternative, 90, electro, boy, dance, disco, piano, soundtrack"
77,"british, love, gay, 90, acoustic, male, pop, dance, 80, christ, rock, sexy, piano, 0"
78,"80, alternative"
79,"80, pop, 198"
80,"piano, british, male, electro, black, dance, disco, hop, 10, 0"
81,"british, dark, love, 90, electro, male, idm, alternative, pop, indie, dance, hop, jazz, sexy, rock, 10, 0, soundtrack"
82,"british, alternative, 90, electro, pop, dance, disco, 80, classic, punk, 0, 198"
83,"80, pop, band, rock"
84,"love, alternative, male, electro, pop, indie, dance, 0"
85,"british, love, gay, pop, dance, 80, soundtrack, 198"
86,"love, male, acoustic, pop, indie, blue, dance, jazz, 0, folk"
87,"80, pop, girl, classic"
88,"british, love, alternative, country, electro, boy, pop, indie, dance, hop, rock, sexy, 10, 0"
89,"girl, hop, rock, metal, emo, rnb, gay, alternative, male, dance, classic, american, piano, soundtrack, dark, electro, boy, korea, black, disco, 80, sexy, 10, 0, love, acoustic, pop, techno, rap, hip"
90,"british, alternative, electro, bass, dance, hop"
91,"british, alternative, male, electro, pop, dance, 80, band, rock, 198"
92,"80, pop"
93,"electro, 198, pop, 90"
94,"hop, jazz, dance"
95,"british, alternative, 90, male, acoustic, pop, dance, blue, 80, rock, classic"
96,"british, male, pop, blue, 80, rock, classic, 60, 70"
97,"emo, british, rnb, male, love, pop, indie, dance, jazz, 0"
98,"british, electro, pop, techno, dance, 80, punk, 198"
99,"love, alternative, 90, pop, indie, dance, 80, band, 10, sexy, rock, classic, piano, soundtrack, 198"
100,"british, love, pop, 80, band, 198"
101,"male, idm, bass, hop, classic, folk"
102,electro
103,"piano, love, classic"
104,electro
107,"electro, idm"
108,"male, idm"
113,piano
120,idm
121,"hop, electro, idm"
126,"male, idm, electro, deutsch, 90, pop, indie, dance, disco, hop, rock"
132,"piano, classic, idm"
137,"hop, idm, electro"
138,"piano, classic"
140,electro
141,electro
142,idm
143,electro
146,"electro, jazz"
148,rock
151,"electro, relax, rap"
152,"british, gay, alternative, male, rock, metal"
153,"alternative, electro, pop, dance, 80, ebm"
154,"idm, indie, hop, jazz, band, rock, metal, emo, male, 90, alternative, dance, classic, punk, piano, soundtrack, british, dark, electro, disco, 80, 0, love, acoustic, guitar, pop, bass, relax, rap"
155,"swing, girl, indie, rock, emo, gay, 90, male, alternative, dance, punk, soundtrack, british, boy, 80, sexy, 0, love, acoustic, pop"
156,"electro, alternative, indie, rock"
157,"swing, hop, jazz, rock, 70, emo, rnb, alternative, 90, male, dance, classic, american, piano, soundtrack, dark, disco, 80, sexy, 10, 0, 198, love, pop, blue, 60, 40"
158,"gay, rock"
159,"indie, band, rock, 70, emo, alternative, 90, male, classic, punk, soundtrack, british, dark, electro, 80, 10, 0, love, acoustic, pop, folk"
161,"love, male, 90, electro, pop, dance, hop, sexy, rock, 10, 0"
