2,"515, 275, 1209, 1210, 428, 1230, 1327, 1869, 909, 1625, 1585, 831, 761"
3,"1975, 78, 837, 255, 460, 1801, 1740"
4,"520, 99, 211, 2080, 1103, 534, 264, 124, 850, 493"
5,"725, 1310, 1785, 831, 1271, 228, 1481"
6,"1761, 149, 1697, 1271, 831"
7,"1002, 545, 1308, 390, 1135, 815, 1184, 873, 1453, 2061, 232, 46, 1666, 2020, 2037, 1734, 1649, 1466"
8,"1811, 749, 1515, 419, 1017, 370, 1813, 339, 831, 1178, 1568"
9,"831, 1956, 743"
10,"1530, 1498, 1562, 1986, 1196"
11,"1179, 145, 12, 1475, 1017, 2021, 136, 1684, 405, 984, 1310, 816, 1132, 1577, 1189, 1780, 684, 129, 1136, 1766, 1828, 795, 25, 2004, 278, 804, 230, 859, 1178"
12,"930, 797, 240, 2020, 236, 1628, 1308, 146, 861, 1146, 46, 684, 1368, 258, 11, 545, 1088, 1145, 400, 1253, 1776, 1056, 1895, 1636, 998, 1726, 730, 1348, 127, 1023, 2004, 941, 1272, 1820, 593, 1709, 133, 1568, 1455, 1346"
13,"390, 732, 1135, 816, 1184, 481, 2041, 1780, 1766, 1659, 405"
14,"1258, 1761, 1702, 754, 1357, 1554, 608, 642"
15,"2025, 143, 1383, 1662, 1879, 771, 237, 1785, 1498, 1625, 1805, 122, 1993, 1243, 416, 1258, 1556, 2036, 454, 1281, 266"
16,"743, 732, 1833, 143, 339, 1706, 790, 2068, 1226, 1503, 1632, 2000, 1937, 545, 815, 1895, 726, 1567, 437, 1665, 701, 252, 1263, 1568"
17,"1917, 1661, 593, 1071, 330, 339, 632"
18,"1465, 401, 675, 1424, 1458, 308, 475, 1302, 298, 1183"
20,"1891, 1281"
21,"1646, 1811, 1023, 1305, 1233, 1515, 207, 1993, 1568"
22,"1865, 59, 903, 1249, 1543, 1362, 349, 170, 655, 1589, 80, 395, 831, 2000, 198"
23,"1258, 107"
24,"1102, 390, 502, 1973, 732, 419, 361, 1017, 136, 417, 1308, 898, 1233, 1184, 1869, 1590, 675, 329, 1033, 831, 1027, 150, 1722, 435, 804, 231"
25,"1027, 11, 1308, 390, 1466, 1222, 636, 463, 1552, 2056, 1647, 726, 310, 852, 1662, 2020, 236, 1113"
26,"212, 1642, 2041, 1094, 1986"
27,"758, 1956, 831, 2036"
28,2025
29,946
30,"638, 1130, 390, 1283, 1132, 501, 751, 1590, 133, 136, 1503, 2020, 1263, 487, 229, 1455, 1614"
31,"1343, 1213, 1514, 306, 474, 954, 520, 371, 1164, 658, 218, 762, 1835, 62, 2097, 1081, 99, 211, 1163, 1255, 499, 1173, 396, 575, 1653, 534, 210, 859"
32,"1474, 1258, 1486, 1905, 889"
33,"1779, 1231, 282, 457, 750, 845, 496"
34,1498
35,972
36,"949, 525, 747"
37,"59, 1660, 1249, 1662, 1879, 122, 142"
38,383
39,"2003, 1543, 1125, 78"
40,"1841, 135, 161, 1543, 78, 1089, 325, 1393, 2003, 2055, 142"
41,"107, 84"
42,"1778, 545"
43,"1076, 743, 172, 419, 615, 143, 691, 1785, 179, 658, 1410, 1503, 1013, 637, 463, 1491, 1469, 310, 260, 757, 1084, 2006, 481, 1167, 859, 193"
44,"972, 1152, 319, 1381, 485, 1138, 1240"
45,"514, 1253, 400, 518, 542, 1056, 46, 240, 271, 49, 413, 1080, 589, 537"
46,"732, 1413, 415, 2054, 355, 569, 684, 1253, 121, 536, 1080, 271, 497, 2037, 1687, 1135, 1821, 318, 1880, 335, 1954, 930, 45, 12, 1453, 1674, 1628, 1365, 280, 146, 1810, 1895, 1478, 214, 226, 609, 862, 47, 1568, 1973, 1369, 248, 362, 400, 302, 1145, 815, 690, 702, 322, 1304, 1447, 830, 1023, 864, 593, 232, 413, 1742, 2018, 882, 253, 419, 132, 236, 537, 717, 814, 561, 911, 1356, 531, 227, 527, 158, 1053, 1278, 1600, 7, 1636, 757, 875, 2004, 231"
47,"1102, 390, 1453, 132, 470, 758, 984, 46, 1471, 1445, 1603, 298, 248, 1145, 400, 1636, 1469, 437, 831, 58, 1687, 2018, 1568"
48,"1343, 732, 1014, 1560, 558, 1979, 1859, 1856, 499, 271, 1033, 1247, 730, 1478, 58, 1023, 214, 963, 413, 1568, 518, 1648, 1616"
49,"1007, 45, 1102, 1434, 253, 572, 1803, 1563, 691, 2071, 1543, 561, 884, 1332, 179, 1356, 569, 1632, 1753, 538, 1961, 1113, 1600, 1253, 1249, 190, 1983, 329, 1071, 1337, 1002, 1509, 1433, 847, 87, 311, 133, 413, 723, 1880, 1466"
50,"1258, 125, 794, 195, 1503, 712, 298, 831"
51,"59, 340, 1553, 1671, 1586, 1978, 1964, 1527, 752, 1020, 1287, 1968, 1530, 971, 709, 491, 208, 1258, 107, 731, 548, 499, 1380, 2008, 202, 677, 127, 157, 864, 534, 1281, 1818, 395, 1214, 859"
52,"1741, 153"
53,"1917, 390, 1476, 120, 1356, 1503, 310, 231, 704, 859, 405"
54,"545, 1308, 873, 333, 2031, 1666"
55,1382
56,"1488, 1530, 1138, 1597, 1067, 668, 254, 478"
57,"844, 1054, 797, 2020, 986, 132, 2054, 146, 1730, 1528, 1780, 129, 532, 247, 952, 101, 202, 198, 233, 226, 946, 351, 941, 385, 1351, 1521, 1346"
58,"703, 1017, 1560, 1666, 2059, 415, 1150, 538, 1525, 536, 48, 1080, 2037, 1247, 1457, 385, 1954, 59, 1453, 1628, 1365, 1979, 1189, 258, 1300, 680, 1056, 634, 730, 1813, 47, 120, 1616, 2072, 636, 884, 1965, 203, 2000, 1113, 1851, 878, 1145, 400, 1385, 795, 310, 1348, 1447, 1023, 941, 593, 571, 2018, 514, 1343, 425, 399, 816, 1128, 1356, 911, 179, 1294, 1869, 527, 1053, 646, 437, 338, 2004, 963, 1648, 534, 133, 231, 620"
59,"433, 265, 1343, 2025, 1062, 455, 1213, 621, 1956, 691, 22, 520, 371, 1543, 1164, 37, 1236, 969, 1310, 655, 1635, 979, 1503, 1625, 1358, 1603, 2000, 424, 2036, 999, 499, 2016, 454, 388, 831, 58, 439, 759, 899, 1362, 1281, 2006, 481, 51, 1737, 1125, 193"
60,"1087, 2051, 78"
61,"1533, 1006"
62,"1230, 575, 1164, 1062, 1213, 2036, 1514, 31, 2080, 1165, 442, 266, 665, 1835, 1662, 1728, 210, 831"
63,"676, 1258, 1396, 865, 2077, 890, 1206, 114, 85, 1275, 1174, 738, 950, 1978, 986, 753"
64,"1210, 1761, 636, 407, 1625, 1641, 1907, 405"
65,"1107, 118, 1312, 1734, 1613"
66,"1210, 1258, 1029, 699, 683, 452, 430, 1454, 359"
68,"1179, 1132, 361, 136, 339, 242"
69,"619, 1404, 168, 1194"
70,"789, 895, 1025, 670, 1005, 1574"
71,"891, 1543, 1324, 212"
72,"1247, 1278, 1017, 1869"
73,"1210, 1209, 1883, 2061, 1038, 850, 761, 1010"
74,"2085, 1852, 533, 1299"
75,"1646, 383, 1856, 302, 315, 674, 1664, 1603, 1742, 1304, 470"
76,"1956, 1706, 726, 527"
77,"986, 1724, 655, 594"
78,"657, 1024, 1149, 262, 1098, 1995, 1575, 2066, 2046, 506, 552, 936, 951, 1883, 550, 909, 1101, 1732, 1621, 360, 926, 1719, 2003, 718, 153, 1284, 548, 1273, 1315, 106, 105, 837, 447, 1619, 468, 1357, 438, 805, 135, 914, 1827, 823, 928, 1557, 2028, 1890, 1026, 695, 444, 874, 112, 39, 3, 60, 40, 91, 908, 519, 257, 1393, 1774, 512, 666, 155, 255, 1403, 1841, 1211, 802, 190, 1601, 1892, 935, 454, 1801, 1740, 1181, 729, 1722, 2006, 1604"
79,"2087, 514, 1001, 390, 749, 1343, 1515, 1769, 2059, 479, 1022, 339, 1741, 858, 1294, 1503, 1248, 258, 1113, 421, 1856, 400, 302, 536, 499, 310, 437, 260, 414, 730, 144, 759, 214, 847, 941, 534, 593, 232, 481, 133, 723, 2018, 1954, 486, 120, 1346"
80,"192, 1296, 1599, 349, 225, 170, 1479, 1501, 582, 931, 1877, 261, 22"
81,"921, 1507"
82,1527
83,"1459, 1386, 1342"
84,"1064, 890, 202, 41"
85,"433, 912, 1258, 1627, 1935, 1488, 225, 828, 1281, 1380, 696, 63, 157"
86,"1679, 1418"
87,"1007, 315, 1057, 621, 770, 49, 1632, 691, 2071"
88,1938
89,"723, 152"
90,"2036, 1310, 1588, 1106, 2016, 595, 753"
91,"1258, 708, 802, 78"
92,639
94,"1656, 1905, 1258, 1708"
95,"671, 966, 701, 1104, 527, 1369"
96,"1670, 1210, 428, 128, 761"
97,1741
98,"514, 778, 1253, 400, 781, 593, 701, 413, 691, 1649, 120, 198"
99,"1595, 1343, 2080, 1213, 1514, 306, 446, 650, 954, 520, 371, 1164, 577, 566, 762, 1835, 298, 124, 304, 211, 1163, 1255, 31, 767, 499, 460, 1173, 1319, 4, 396, 575, 1653, 1165, 1642, 665, 191, 210, 859, 686"
100,1258
101,"532, 247, 1088, 2027, 1519, 1388, 1161, 1743, 2070, 1267, 986, 57, 964, 202, 198"
102,"1939, 1199"
103,"1496, 1163"
104,"667, 2042, 1281, 1632, 558, 1568"
105,"366, 1801, 128, 78"
106,78
107,"592, 516, 489, 1671, 1490, 41, 23, 1769, 1364, 711, 1530, 376, 235, 685, 113, 1556, 637, 828, 396, 616, 1536, 108, 51, 859"
108,"580, 107, 1249, 1543, 871, 925, 546"
