2,52,5,1238536800000,13,11690
2,52,5,1238536800000,15,11690
2,52,5,1238536800000,18,11690
2,52,5,1238536800000,21,11690
2,52,5,1238536800000,41,11690
2,63,5,1238536800000,13,3735
2,63,5,1238536800000,14,3735
2,63,5,1238536800000,23,3735
2,63,5,1238536800000,40,3735
2,73,5,1238536800000,13,2584
2,73,5,1238536800000,14,2584
2,73,5,1238536800000,15,2584
2,73,5,1238536800000,18,2584
2,73,5,1238536800000,20,2584
2,73,5,1238536800000,21,2584
2,73,5,1238536800000,22,2584
2,73,5,1238536800000,26,2584
2,94,5,1238536800000,13,1373
2,94,5,1238536800000,15,1373
2,94,5,1238536800000,20,1373
2,94,5,1238536800000,21,1373
2,94,5,1238536800000,22,1373
2,94,5,1238536800000,36,1373
2,94,5,1238536800000,37,1373
2,94,5,1238536800000,39,1373
2,96,5,1238536800000,19,1342
2,96,5,1238536800000,24,1342
3,101,5,1264978800000,14,13176
3,101,5,1235862000000,15,13176
3,101,5,1233442800000,33,13176
3,101,5,1246399200000,44,13176
3,101,5,1246399200000,45,13176
3,101,5,1235862000000,46,13176
3,101,5,1264978800000,47,13176
3,101,5,1249077600000,48,13176
3,101,5,1235862000000,49,13176
3,101,5,1246399200000,50,13176
3,101,5,1249077600000,51,13176
3,101,5,1285884000000,52,13176
3,101,5,1272664800000,53,13176
3,101,5,1251756000000,54,13176
3,101,5,1246399200000,55,13176
3,101,5,1246399200000,56,13176
3,101,5,1267398000000,57,13176
3,101,5,1257030000000,58,13176
3,101,5,1288566000000,63,13176
3,101,5,1280613600000,64,13176
3,101,5,1267398000000,65,13176
3,101,5,1254348000000,68,13176
3,101,5,1264978800000,71,13176
3,102,4,1251756000000,14,662
3,102,4,1280613600000,15,662
3,102,4,1251756000000,18,662
3,102,4,1251756000000,33,662
3,102,4,1280613600000,44,662
3,102,4,1280613600000,45,662
3,102,4,1280613600000,46,662
3,102,4,1251756000000,69,662
3,106,3,1288566000000,14,354
3,106,3,1288566000000,33,354
3,106,3,1288566000000,34,354
3,106,3,1288566000000,44,354
3,106,3,1288566000000,52,354
3,108,3,1233442800000,15,236
3,108,3,1233442800000,33,236
3,108,3,1233442800000,46,236
3,108,3,1254348000000,47,236
3,108,3,1233442800000,49,236
3,108,3,1233442800000,55,236
3,122,2,1233442800000,15,108
3,122,2,1233442800000,33,108
3,122,2,1233442800000,46,108
3,128,2,1264978800000,14,89
3,128,2,1264978800000,53,89
3,130,2,1280613600000,14,85
3,130,2,1280613600000,33,85
3,130,2,1280613600000,44,85
3,130,2,1280613600000,66,85
3,134,1,1283292000000,14,77
3,134,1,1283292000000,33,77
3,134,1,1283292000000,34,77
3,134,1,1283292000000,70,77
3,137,1,1254348000000,44,75
4,51,3,1196463600000,16,228
4,51,3,1172703600000,25,228
4,53,4,1191189600000,18,686
4,64,4,1180648800000,13,420
4,64,4,1259622000000,18,420
4,70,4,1191189600000,18,389
4,72,5,1180648800000,18,4983
4,151,5,1180648800000,14,1807
4,152,5,1172703600000,75,1208
4,153,5,1196463600000,74,903
4,154,5,1191189600000,79,826
4,156,4,1180648800000,79,743
4,157,4,1191189600000,24,732
4,162,4,1188597600000,77,524
4,163,4,1183240800000,75,465
4,164,4,1180648800000,93,455
4,165,4,1191189600000,18,446
4,167,4,1177970400000,80,407
4,170,4,1175378400000,78,366
4,171,4,1193871600000,73,359
4,173,3,1180648800000,78,292
4,174,3,1180648800000,88,287
4,175,3,1180648800000,14,285
4,180,3,1196463600000,24,256
4,180,3,1196463600000,72,256
4,181,3,1172703600000,82,255
4,183,3,1175378400000,85,253
4,184,3,1191189600000,24,247
4,185,3,1196463600000,73,240
4,188,3,1180648800000,76,221
4,192,3,1191189600000,24,197
4,193,3,1177970400000,25,193
5,53,2,1207000800000,95,181
5,154,5,1207000800000,94,884
5,182,3,1207000800000,95,222
5,182,3,1207000800000,99,222
5,190,5,1207000800000,95,826
5,195,4,1207000800000,95,673
5,197,4,1283292000000,95,452
5,200,3,1280613600000,98,337
5,202,3,1207000800000,95,298
5,215,3,1207000800000,95,196
5,216,3,1280613600000,94,192
5,222,2,1207000800000,94,161
5,232,2,1207000800000,94,133
5,233,2,1207000800000,94,130
5,236,2,1207000800000,99,127
6,243,1,1293836400000,117,34
6,243,1,1293836400000,118,34
6,243,1,1293836400000,119,34
